Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Latitude,Longitude,State,Day,Month,Year,RainfallTomorrow
WaggaWagga,13.5,25.3,0.0,ENE,35.0,E,ESE,19.0,11.0,63.0,39.0,1029.6,1026.3,17.2,23.4,No,No,-35.1189,147.3689,New South Wales,5,4,2013,0.0
Wollongong,10.3,16.5,0.0,SSE,35.0,SSW,SSE,19.0,22.0,69.0,78.0,1018.2,1018.1,15.5,15.3,No,No,-34.4331,150.8831,New South Wales,12,10,2011,0.2
Walpole,5.2,15.4,0.0,NW,46.0,NNE,NNW,7.0,17.0,74.0,87.0,1015.2,1013.4,8.9,14.6,No,Yes,-34.97,116.728,Western Australia,4,7,2014,2.8
Townsville,23.3,30.7,0.0,E,52.0,E,ENE,22.0,33.0,59.0,58.0,1018.5,1015.2,27.9,29.2,No,No,-19.2564,146.8183,Queensland,19,10,2013,0.0
WaggaWagga,9.4,20.8,0.0,WSW,52.0,WSW,WSW,19.0,17.0,54.0,31.0,1020.4,1018.5,14.3,19.8,No,No,-35.1189,147.3689,New South Wales,7,4,2012,0.0
Cairns,23.7,33.0,0.0,SE,35.0,SSE,ESE,17.0,28.0,64.0,52.0,1009.2,1006.4,28.3,32.0,No,No,-16.9303,145.7703,Queensland,15,1,2010,0.0
Brisbane,15.3,22.3,0.0,ESE,20.0,SW,E,6.0,13.0,69.0,63.0,1022.9,1020.0,18.6,21.1,No,No,-27.4678,153.0281,Queensland,26,5,2009,0.0
Hobart,3.2,10.9,2.2,NW,46.0,NW,NNW,19.0,20.0,63.0,52.0,1010.2,1009.5,6.2,9.5,Yes,No,-42.8806,147.325,Tasmania,24,6,2017,0.0
Cairns,16.5,26.5,0.0,SE,44.0,S,SE,19.0,30.0,67.0,56.0,1020.1,1016.5,22.5,25.4,No,No,-16.9303,145.7703,Queensland,18,6,2012,0.0
Hobart,6.7,9.4,0.6,W,61.0,SW,WSW,17.0,15.0,56.0,69.0,1010.5,1011.9,7.7,6.6,No,No,-42.8806,147.325,Tasmania,11,6,2010,0.4
Melbourne,9.0,15.2,0.6,SSW,52.0,SW,S,24.0,17.0,58.0,42.0,1019.6,1019.6,12.0,13.9,No,No,-37.8136,144.9631,Victoria,29,9,2008,0.0
Brisbane,14.5,24.1,0.0,NNE,35.0,N,NNE,11.0,19.0,69.0,70.0,1021.9,1017.6,20.7,21.8,No,Yes,-27.4678,153.0281,Queensland,31,8,2008,1.6
BadgerysCreek,19.0,20.3,11.8,NNE,30.0,NNE,N,9.0,6.0,87.0,83.0,1022.3,1020.2,19.4,19.4,Yes,Yes,-37.7,145.5167,Victoria,27,3,2014,3.4
Watsonia,8.5,29.1,0.0,SSE,26.0,ESE,S,2.0,6.0,96.0,41.0,1015.2,1010.0,14.4,28.6,No,Yes,-37.711,145.083,Victoria,4,11,2015,11.8
MountGambier,11.0,20.0,5.6,SSW,57.0,SW,SW,28.0,39.0,60.0,78.0,1010.8,1015.6,15.2,13.8,Yes,No,-37.8294,140.7828,South Australia,26,12,2015,0.0
NorahHead,19.3,28.6,0.0,NE,43.0,NNE,NE,22.0,33.0,73.0,67.0,1017.2,1014.5,21.8,24.0,No,No,-33.281,151.5791,New South Wales,29,1,2014,0.0
Sydney,17.8,24.7,0.0,W,17.0,W,E,11.0,7.0,74.0,82.0,1016.9,1012.7,20.2,20.0,No,Yes,-33.865,151.2094,New South Wales,10,4,2014,5.6
Brisbane,20.3,32.5,0.2,E,31.0,S,E,9.0,17.0,56.0,49.0,1008.9,1006.1,27.2,31.1,No,No,-27.4678,153.0281,Queensland,14,2,2016,0.0
NorahHead,15.6,21.4,1.0,NNE,52.0,NNE,NE,37.0,37.0,82.0,73.0,1029.5,1025.5,18.8,20.1,No,No,-33.281,151.5791,New South Wales,12,10,2010,0.0
Woomera,3.0,17.0,0.0,SSW,20.0,ESE,WSW,9.0,9.0,81.0,41.0,1033.7,1031.2,8.3,16.8,No,No,-31.2,136.81,South Australia,27,6,2015,0.0
Walpole,11.9,24.0,0.0,E,26.0,E,S,11.0,9.0,74.0,74.0,1020.4,1015.7,18.3,22.0,No,No,-34.97,116.728,Western Australia,12,10,2015,0.0
Brisbane,17.0,31.3,0.0,S,30.0,WNW,NE,4.0,13.0,52.0,41.0,1013.9,1010.1,25.4,28.6,No,No,-27.4678,153.0281,Queensland,1,12,2008,0.0
Sydney,7.3,19.9,0.2,W,39.0,W,WSW,24.0,9.0,62.0,30.0,1025.5,1024.1,9.5,19.1,No,No,-33.865,151.2094,New South Wales,30,5,2016,0.0
Portland,9.2,13.5,1.6,SSW,37.0,WSW,SSW,11.0,13.0,82.0,74.0,1030.3,1030.6,10.8,12.2,Yes,Yes,-38.3333,141.6,Victoria,10,8,2012,3.0
Uluru,20.6,39.1,0.0,NNW,39.0,E,NW,20.0,9.0,20.0,13.0,1009.1,1003.9,28.9,37.8,No,No,-25.344,131.035,Northern Territory,18,2,2016,0.0
PearceRAAF,17.6,41.0,0.0,E,54.0,NNE,WSW,13.0,31.0,27.0,15.0,1011.1,1007.4,30.7,39.7,No,No,-31.6722,116.0318,Western Australia,6,1,2014,0.0
Nuriootpa,8.1,23.1,0.0,N,39.0,NNE,N,17.0,20.0,56.0,39.0,1024.3,1018.8,16.8,22.6,No,No,-34.4667,138.9833,South Australia,7,9,2016,0.6
Dartmoor,12.2,15.5,10.0,SW,59.0,SW,W,26.0,24.0,68.0,65.0,1008.6,1012.3,13.2,14.9,Yes,No,-37.9333296,141.2833322,Victoria,10,5,2016,0.4
Sydney,13.0,24.3,4.8,NE,22.0,W,E,9.0,9.0,85.0,48.0,1023.8,1020.6,14.5,23.0,Yes,No,-33.865,151.2094,New South Wales,17,7,2013,0.0
WaggaWagga,1.2,16.5,0.0,W,28.0,WSW,SW,4.0,17.0,93.0,54.0,1029.4,1028.5,6.9,15.6,No,No,-35.1189,147.3689,New South Wales,14,8,2016,0.0
Launceston,7.2,23.6,0.0,NW,31.0,NE,NNW,2.0,17.0,57.0,36.0,1027.0,1024.5,13.7,22.6,No,No,-41.4419,147.145,Tasmania,28,2,2014,0.0
Williamtown,15.7,28.3,0.0,E,41.0,N,NE,6.0,22.0,77.0,52.0,1020.1,1017.6,21.6,26.8,No,No,-32.80899676,151.8389966,New South Wales,7,3,2013,0.0
Wollongong,8.8,18.6,0.0,W,37.0,NW,ENE,15.0,28.0,52.0,59.0,1026.8,1021.7,14.3,16.9,No,No,-34.4331,150.8831,New South Wales,2,8,2009,0.0
Canberra,13.8,23.1,0.0,ESE,41.0,ESE,ESE,17.0,22.0,72.0,61.0,1024.0,1023.5,18.5,21.6,No,No,-35.2931,149.1269,Australian Capital Territory,9,2,2015,0.0
MelbourneAirport,8.2,11.8,8.8,SSE,46.0,S,SSE,20.0,28.0,93.0,91.0,1008.5,1012.4,9.3,10.5,Yes,Yes,-37.8136,144.9631,Victoria,1,10,2011,2.8
Watsonia,12.9,25.5,0.0,SSW,28.0,ESE,SW,6.0,15.0,76.0,49.0,1020.3,1016.5,14.7,23.3,No,No,-37.711,145.083,Victoria,23,11,2012,0.0
PearceRAAF,11.2,28.6,0.0,W,28.0,NE,WSW,6.0,17.0,47.0,57.0,1016.4,1014.8,23.1,25.5,No,No,-31.6722,116.0318,Western Australia,30,3,2015,0.0
Woomera,13.6,22.7,0.0,N,70.0,NW,WNW,31.0,46.0,34.0,8.0,1008.1,1007.6,18.6,21.3,No,No,-31.2,136.81,South Australia,5,9,2012,0.0
WaggaWagga,6.2,17.6,0.0,SW,30.0,ENE,WSW,7.0,13.0,84.0,57.0,1024.7,1022.0,11.3,16.3,No,No,-35.1189,147.3689,New South Wales,7,5,2010,0.0
Tuggeranong,12.6,28.1,0.0,NW,39.0,NNW,NW,2.0,22.0,73.0,32.0,1019.5,1014.3,19.0,27.3,No,No,-35.4244,149.088,New South Wales,5,4,2016,0.0
Moree,11.0,31.0,0.0,SW,37.0,NNE,SW,7.0,13.0,43.0,17.0,1016.1,1012.0,22.3,29.7,No,No,-29.465,149.8344,New South Wales,4,11,2016,0.0
Hobart,4.9,13.2,10.6,WNW,67.0,NW,NW,35.0,30.0,71.0,76.0,995.1,993.1,10.0,10.3,Yes,Yes,-42.8806,147.325,Tasmania,27,8,2009,7.2
Nuriootpa,10.8,18.9,7.1,NE,46.0,NNE,WNW,6.0,20.0,96.0,67.0,1013.7,1011.1,12.1,18.4,Yes,Yes,-34.4667,138.9833,South Australia,30,8,2016,6.6
Penrith,5.5,21.5,0.0,NNE,30.0,N,NE,6.0,13.0,73.0,43.0,1017.4,1015.0,12.5,20.6,No,No,-33.7511,150.6942,New South Wales,12,9,2010,0.0
Adelaide,4.1,18.5,0.0,NNW,35.0,NE,NNW,11.0,19.0,57.0,32.0,1020.9,1017.2,12.5,17.9,No,Yes,-34.9289,138.6011,South Australia,1,8,2013,4.2
Brisbane,10.7,22.7,0.0,E,22.0,SW,NNE,7.0,7.0,68.0,41.0,1023.0,1017.8,17.5,22.3,No,No,-27.4678,153.0281,Queensland,20,8,2009,0.0
SalmonGums,3.5,15.2,0.2,N,44.0,N,NNE,17.0,17.0,91.0,52.0,1017.4,1015.0,7.9,14.9,No,No,-32.9747,121.638,Western Australia,17,7,2015,0.0
Townsville,23.6,30.8,0.0,ENE,39.0,SE,ENE,13.0,30.0,68.0,61.0,1015.4,1011.9,27.7,30.3,No,No,-19.2564,146.8183,Queensland,24,3,2013,0.0
Watsonia,11.6,27.6,0.0,NNE,33.0,ENE,N,9.0,17.0,71.0,20.0,1017.5,1012.8,14.1,26.0,No,No,-37.711,145.083,Victoria,18,3,2009,0.0
Uluru,12.0,29.0,0.0,SSE,48.0,E,SE,22.0,22.0,29.0,14.0,1019.9,1016.7,19.7,28.3,No,No,-25.344,131.035,Northern Territory,1,4,2017,0.0
Williamtown,3.7,21.7,0.2,SE,26.0,W,ESE,17.0,15.0,60.0,53.0,1022.6,1017.9,15.0,20.0,No,No,-32.80899676,151.8389966,New South Wales,12,9,2010,0.0
SalmonGums,13.9,23.4,0.0,SW,41.0,SW,SSW,20.0,20.0,66.0,38.0,1017.4,1015.0,15.5,22.4,No,No,-32.9747,121.638,Western Australia,29,12,2016,0.0
Watsonia,12.0,25.5,2.0,SW,30.0,NNE,SSW,2.0,4.0,93.0,55.0,1016.3,1014.4,16.7,24.0,Yes,No,-37.711,145.083,Victoria,25,3,2009,0.4
PearceRAAF,19.8,29.4,0.0,WSW,39.0,SW,SW,24.0,20.0,69.0,43.0,1009.8,1007.6,21.7,28.4,No,No,-31.6722,116.0318,Western Australia,22,12,2016,0.0
Wollongong,20.7,25.8,3.8,S,26.0,N,SSE,13.0,15.0,81.0,79.0,1017.8,1017.5,22.6,24.1,Yes,No,-34.4331,150.8831,New South Wales,26,1,2016,0.0
Dartmoor,9.2,18.5,0.0,SSE,28.0,S,SSW,2.0,17.0,88.0,72.0,1031.8,1030.2,12.7,17.4,No,No,-37.9333296,141.2833322,Victoria,23,4,2016,0.0
Watsonia,15.5,24.3,0.0,S,31.0,S,SW,9.0,19.0,71.0,55.0,1022.1,1019.9,17.1,22.6,No,No,-37.711,145.083,Victoria,12,1,2014,0.0
Bendigo,6.5,17.2,2.2,NNW,56.0,NNW,W,6.0,24.0,82.0,59.0,1009.4,1008.0,12.7,15.7,Yes,Yes,-36.75,144.2667,Victoria,23,4,2012,4.0
Watsonia,7.4,12.9,5.2,WSW,43.0,NNW,SW,13.0,17.0,87.0,62.0,1023.4,1027.4,8.9,11.2,Yes,No,-37.711,145.083,Victoria,11,6,2016,0.4
Watsonia,9.1,16.4,0.0,N,76.0,NNE,NNE,17.0,28.0,62.0,37.0,1015.1,1004.8,11.5,16.0,No,No,-37.711,145.083,Victoria,16,8,2013,0.4
GoldCoast,19.7,27.4,0.0,SE,56.0,SE,SE,44.0,39.0,68.0,53.0,1021.1,1019.8,22.4,25.1,No,No,-28.0167,153.4,Queensland,19,3,2013,0.0
Sale,3.7,15.7,0.2,SSE,26.0,ENE,S,4.0,17.0,89.0,73.0,1012.3,1011.6,8.2,12.7,No,No,-38.1,147.0667,Victoria,27,7,2012,0.0
CoffsHarbour,18.7,26.6,45.2,SSW,56.0,SW,SE,11.0,9.0,90.0,76.0,1016.5,1014.6,22.6,24.9,Yes,No,-30.3022,153.1189,New South Wales,13,2,2012,0.2
BadgerysCreek,16.6,19.4,2.0,SSW,46.0,W,SSE,2.0,9.0,92.0,93.0,1011.9,1010.5,17.7,19.3,Yes,Yes,-37.7,145.5167,Victoria,10,2,2009,4.6
Cobar,23.0,34.1,0.0,W,56.0,NNW,W,20.0,28.0,73.0,19.0,1002.1,999.2,25.6,33.3,No,No,-31.4997,145.8319,New South Wales,19,2,2014,0.0
Ballarat,1.2,15.2,0.0,N,37.0,N,NNW,20.0,24.0,98.0,57.0,1024.8,1021.0,8.6,14.3,No,No,-37.55,143.85,Victoria,26,4,2010,0.0
PerthAirport,12.0,29.1,0.0,W,31.0,N,SW,15.0,19.0,47.0,41.0,1012.9,1010.9,22.2,25.7,No,No,-31.9522,115.8589,Western Australia,17,11,2014,0.0
Brisbane,19.8,26.4,0.0,ENE,19.0,NNW,NE,4.0,7.0,62.0,60.0,1016.2,1013.1,22.6,24.9,No,No,-27.4678,153.0281,Queensland,29,10,2011,0.0
Dartmoor,7.2,23.5,0.0,NW,61.0,NNW,WNW,20.0,35.0,73.0,38.0,1010.4,1007.1,14.1,23.0,No,No,-37.9333296,141.2833322,Victoria,9,12,2009,0.6
BadgerysCreek,5.5,22.2,0.0,E,30.0,WSW,ENE,13.0,11.0,55.0,34.0,1017.4,1015.0,16.3,21.1,No,No,-37.7,145.5167,Victoria,16,9,2015,0.0
BadgerysCreek,9.3,25.0,0.0,NE,31.0,ESE,N,2.0,9.0,68.0,46.0,1017.4,1015.0,18.1,24.0,No,No,-37.7,145.5167,Victoria,30,10,2015,0.0
Moree,10.7,16.6,3.6,W,56.0,WSW,W,33.0,35.0,90.0,53.0,1013.8,1013.0,12.3,15.5,Yes,No,-29.465,149.8344,New South Wales,24,6,2016,0.0
Nhil,9.3,15.4,0.6,W,39.0,W,WNW,15.0,17.0,93.0,75.0,1024.8,1023.8,10.2,14.7,No,No,-36.3333,141.65,Victoria,24,8,2013,0.0
Albury,13.6,32.0,0.0,SSE,28.0,SSE,SSE,13.0,15.0,48.0,25.0,1018.7,1015.8,21.8,30.6,No,No,-36.0806,146.9158,New South Wales,14,12,2009,0.0
Mildura,15.5,28.9,0.0,SSW,37.0,S,WSW,13.0,19.0,49.0,27.0,1012.6,1010.5,17.5,26.8,No,No,-34.1889,142.1583,Victoria,17,2,2017,0.0
Wollongong,17.5,25.1,0.0,SSW,30.0,SSW,ESE,20.0,13.0,79.0,62.0,1024.6,1022.6,20.3,23.9,No,No,-34.4331,150.8831,New South Wales,15,2,2011,0.0
AliceSprings,21.5,35.9,0.0,ESE,39.0,E,S,20.0,13.0,22.0,15.0,1011.8,1007.9,28.4,35.2,No,No,-23.7,133.8667,Northern Territory,15,1,2010,0.0
Walpole,7.1,14.1,0.2,SW,57.0,NW,WNW,20.0,20.0,87.0,64.0,1020.8,1017.4,9.0,12.9,No,Yes,-34.97,116.728,Western Australia,24,7,2009,13.2
Witchcliffe,18.7,33.4,0.0,SSE,33.0,ESE,S,9.0,20.0,63.0,50.0,1017.4,1015.0,23.8,29.6,No,No,-34.026,115.1,Western Australia,27,2,2011,1.0
Darwin,23.4,32.5,0.0,NNW,31.0,NE,NNW,15.0,17.0,72.0,43.0,1014.3,1011.0,27.3,32.0,No,No,-12.4381,130.8411,Northern Territory,13,9,2008,0.0
Woomera,23.1,42.7,0.0,SE,46.0,SE,WNW,28.0,11.0,50.0,10.0,1011.6,1008.9,25.9,41.0,No,No,-31.2,136.81,South Australia,29,1,2014,0.0
Portland,11.5,21.1,0.2,ESE,37.0,ENE,SE,9.0,22.0,93.0,72.0,1025.0,1022.4,17.2,19.6,No,No,-38.3333,141.6,Victoria,6,4,2014,0.0
SydneyAirport,13.2,21.1,0.0,SSW,52.0,WSW,S,15.0,31.0,56.0,54.0,1019.5,1017.5,18.6,20.9,No,No,-33.865,151.2094,New South Wales,17,4,2014,0.0
Richmond,1.6,16.5,0.2,WNW,52.0,NNE,W,6.0,31.0,55.0,29.0,1016.7,1014.3,10.6,16.0,No,No,-33.5983,150.7511,New South Wales,21,7,2013,0.0
WaggaWagga,18.4,28.0,0.0,NNW,37.0,NW,N,2.0,19.0,44.0,36.0,1012.7,1011.7,22.4,24.1,No,No,-35.1189,147.3689,New South Wales,1,2,2017,0.8
Melbourne,12.4,30.8,0.0,ESE,22.0,NNE,SSW,6.0,9.0,79.0,44.0,1025.4,1022.6,14.5,27.4,No,No,-37.8136,144.9631,Victoria,18,3,2017,0.0
Wollongong,6.6,15.7,0.0,NNW,19.0,WSW,NNW,6.0,7.0,59.0,45.0,1020.4,1017.6,11.6,14.5,No,No,-34.4331,150.8831,New South Wales,6,7,2009,0.0
Melbourne,14.8,27.8,0.0,SSE,48.0,NNE,SE,9.0,22.0,52.0,41.0,1004.1,1002.1,20.5,25.7,No,No,-37.8136,144.9631,Victoria,28,12,2008,0.0
NorfolkIsland,17.1,23.0,22.4,NE,30.0,NE,ENE,15.0,17.0,90.0,76.0,1014.4,1013.1,18.7,21.2,Yes,No,-29.0257,167.9416,Tasmania,9,4,2014,0.0
MountGambier,6.3,17.6,0.8,SW,31.0,NNW,W,17.0,13.0,83.0,59.0,1025.4,1023.4,13.0,16.7,No,No,-37.8294,140.7828,South Australia,7,4,2016,0.2
Watsonia,4.5,14.7,0.0,ENE,17.0,E,E,7.0,4.0,100.0,67.0,1035.0,1032.1,4.8,14.3,No,No,-37.711,145.083,Victoria,10,6,2017,0.2
Tuggeranong,15.5,32.0,0.0,N,48.0,NW,NW,4.0,19.0,75.0,35.0,1009.2,1004.6,21.7,31.1,No,No,-35.4244,149.088,New South Wales,23,1,2015,0.0
GoldCoast,24.2,28.1,0.0,SE,65.0,SE,SE,43.0,44.0,66.0,69.0,1016.5,1014.0,25.7,26.1,No,Yes,-28.0167,153.4,Queensland,9,3,2009,3.6
Hobart,15.7,26.5,0.0,ESE,39.0,NNW,ESE,15.0,24.0,60.0,76.0,1013.9,1012.0,23.3,19.4,No,No,-42.8806,147.325,Tasmania,25,12,2016,0.0
MelbourneAirport,5.1,14.6,0.0,N,48.0,N,N,24.0,20.0,83.0,66.0,1025.8,1022.7,9.1,14.2,No,Yes,-37.8136,144.9631,Victoria,23,7,2015,1.2
Melbourne,7.2,14.3,2.0,WSW,50.0,W,S,30.0,13.0,57.0,53.0,1018.7,1021.7,9.7,11.8,Yes,No,-37.8136,144.9631,Victoria,16,9,2008,0.0
Cobar,7.5,19.1,0.0,WNW,30.0,NW,W,13.0,13.0,58.0,40.0,1016.3,1013.2,13.0,18.8,No,No,-31.4997,145.8319,New South Wales,15,5,2013,0.0
WaggaWagga,8.1,27.3,0.0,SW,41.0,E,SW,9.0,15.0,55.0,19.0,1019.7,1016.5,17.0,26.3,No,No,-35.1189,147.3689,New South Wales,26,11,2014,0.0
Hobart,7.8,13.9,1.0,SSW,46.0,SW,SSW,19.0,19.0,52.0,48.0,1022.9,1022.8,10.5,13.2,No,No,-42.8806,147.325,Tasmania,12,4,2015,0.0
Portland,12.6,31.7,0.6,WNW,50.0,NNE,WNW,9.0,33.0,61.0,33.0,1010.0,1010.1,20.9,27.7,No,Yes,-38.3333,141.6,Victoria,23,2,2016,5.8
Williamtown,15.3,29.0,0.0,E,43.0,NE,E,15.0,28.0,69.0,49.0,1018.0,1014.3,22.9,27.9,No,No,-32.80899676,151.8389966,New South Wales,14,3,2014,0.0
NorahHead,16.5,21.4,12.6,S,54.0,W,SW,11.0,17.0,96.0,73.0,1017.7,1015.8,17.0,19.5,Yes,Yes,-33.281,151.5791,New South Wales,21,3,2016,19.2
Moree,19.0,37.1,0.0,NE,30.0,NNE,S,19.0,13.0,53.0,16.0,1012.2,1008.1,25.0,35.5,No,No,-29.465,149.8344,New South Wales,15,11,2009,0.0
PearceRAAF,6.1,20.6,0.0,W,28.0,E,WSW,6.0,20.0,97.0,64.0,1018.0,1015.1,10.0,19.7,No,No,-31.6722,116.0318,Western Australia,5,9,2016,0.0
SalmonGums,14.7,25.6,0.0,S,35.0,SE,SSW,11.0,13.0,71.0,52.0,1017.4,1015.0,17.3,24.4,No,No,-32.9747,121.638,Western Australia,16,2,2017,0.0
Mildura,8.1,28.0,0.0,ENE,31.0,ENE,NNW,20.0,9.0,39.0,15.0,1024.2,1020.0,16.5,25.8,No,No,-34.1889,142.1583,Victoria,3,11,2014,0.0
Darwin,24.7,28.6,8.2,NE,30.0,ESE,NE,11.0,20.0,91.0,96.0,1008.6,1006.3,26.4,24.0,Yes,Yes,-12.4381,130.8411,Northern Territory,25,12,2013,23.0
Penrith,12.3,23.2,0.0,ENE,28.0,N,SSE,6.0,7.0,62.0,34.0,1017.4,1015.0,17.7,22.7,No,No,-33.7511,150.6942,New South Wales,15,9,2014,0.0
Albury,15.6,30.3,0.2,SE,19.0,SE,SE,6.0,9.0,86.0,44.0,1015.5,1012.7,19.0,29.0,No,No,-36.0806,146.9158,New South Wales,26,3,2017,0.0
Moree,13.7,29.8,0.0,W,50.0,NE,SW,17.0,17.0,50.0,24.0,1015.3,1011.9,21.8,28.8,No,No,-29.465,149.8344,New South Wales,17,4,2009,0.0
Moree,15.0,23.0,2.2,W,72.0,W,W,15.0,28.0,55.0,33.0,1011.9,1011.9,20.1,22.7,Yes,No,-29.465,149.8344,New South Wales,7,4,2015,0.0
Cobar,19.8,35.7,0.0,ENE,43.0,ENE,E,22.0,17.0,38.0,23.0,1014.8,1010.7,22.5,33.4,No,No,-31.4997,145.8319,New South Wales,6,2,2014,0.0
Sale,0.4,12.7,0.2,E,20.0,NW,E,7.0,13.0,97.0,71.0,1027.6,1024.5,4.4,12.6,No,No,-38.1,147.0667,Victoria,11,6,2012,0.2
Woomera,14.4,29.3,0.0,SSW,39.0,SSE,S,7.0,22.0,30.0,16.0,1022.2,1019.1,20.1,28.3,No,No,-31.2,136.81,South Australia,15,4,2016,0.0
MelbourneAirport,15.7,32.7,0.0,N,63.0,N,ENE,50.0,20.0,47.0,21.0,1018.9,1016.5,22.3,31.5,No,No,-37.8136,144.9631,Victoria,5,3,2013,0.0
MountGinini,4.3,17.1,0.0,ESE,37.0,ESE,WSW,15.0,4.0,97.0,46.0,1017.4,1015.0,4.9,16.9,No,No,-35.5333,148.7833,New South Wales,9,3,2017,0.0
Cobar,6.1,18.3,0.0,E,39.0,ESE,ESE,17.0,17.0,73.0,45.0,1029.3,1024.6,11.2,17.8,No,No,-31.4997,145.8319,New South Wales,10,6,2014,0.0
Watsonia,14.3,17.3,32.8,S,35.0,SSW,SSE,13.0,13.0,99.0,61.0,1015.8,1017.0,14.7,16.5,Yes,No,-37.711,145.083,Victoria,6,2,2017,0.0
SydneyAirport,10.4,25.1,0.0,NE,48.0,NW,NNE,13.0,28.0,52.0,44.0,1015.2,1010.0,16.2,22.4,No,No,-33.865,151.2094,New South Wales,22,8,2012,0.0
Moree,21.7,29.3,1.8,NE,41.0,NE,ENE,20.0,26.0,69.0,64.0,1008.5,1005.3,25.3,28.3,Yes,Yes,-29.465,149.8344,New South Wales,13,1,2015,1.6
Wollongong,20.5,25.6,0.0,NE,35.0,NE,NNE,9.0,20.0,71.0,78.0,1017.7,1014.2,24.5,25.2,No,No,-34.4331,150.8831,New South Wales,18,1,2012,0.0
Watsonia,14.3,38.2,0.0,N,54.0,E,N,7.0,26.0,44.0,13.0,1013.5,1009.7,26.0,37.5,No,No,-37.711,145.083,Victoria,16,12,2009,0.0
WaggaWagga,8.0,31.6,0.0,NNW,30.0,E,NW,17.0,13.0,40.0,13.0,1019.9,1014.9,17.6,30.6,No,No,-35.1189,147.3689,New South Wales,20,10,2013,0.0
Nuriootpa,7.9,12.6,2.6,W,56.0,WSW,W,22.0,28.0,95.0,94.0,1016.9,1016.1,9.0,11.0,Yes,Yes,-34.4667,138.9833,South Australia,22,8,2013,9.0
Townsville,27.9,32.6,0.0,N,35.0,NW,N,19.0,20.0,76.0,67.0,1009.2,1006.3,30.1,31.4,No,No,-19.2564,146.8183,Queensland,2,2,2016,0.6
Moree,19.0,34.9,0.0,WSW,61.0,N,W,35.0,15.0,41.0,22.0,1012.1,1008.6,24.6,32.9,No,No,-29.465,149.8344,New South Wales,23,10,2013,0.2
Bendigo,7.3,12.6,0.0,NNE,33.0,NE,NE,17.0,17.0,77.0,74.0,1013.4,1009.7,9.5,12.1,No,No,-36.75,144.2667,Victoria,14,6,2012,0.0
MountGambier,10.3,30.7,0.0,SSW,33.0,E,SSW,20.0,20.0,60.0,31.0,1018.6,1015.9,18.4,30.2,No,No,-37.8294,140.7828,South Australia,30,12,2011,0.0
Albury,0.6,11.9,0.2,W,22.0,SW,NW,2.0,11.0,99.0,54.0,1024.3,1021.8,2.8,11.5,No,No,-36.0806,146.9158,New South Wales,27,6,2010,0.0
CoffsHarbour,15.1,23.3,1.0,SSW,33.0,SW,SSE,22.0,20.0,66.0,61.0,1030.7,1028.3,20.7,22.9,No,Yes,-30.3022,153.1189,New South Wales,13,4,2012,2.8
SalmonGums,1.2,21.9,0.0,S,43.0,NW,WSW,13.0,20.0,51.0,22.0,1017.4,1015.0,15.0,21.2,No,No,-32.9747,121.638,Western Australia,29,9,2011,0.0
Watsonia,11.4,14.9,5.0,W,67.0,NNW,SW,13.0,22.0,84.0,82.0,1008.1,1013.2,11.9,12.3,Yes,Yes,-37.711,145.083,Victoria,1,11,2012,1.4
Perth,11.5,19.1,4.8,WNW,30.0,N,W,13.0,9.0,86.0,87.0,1011.2,1010.5,15.6,17.4,Yes,Yes,-31.9522,115.8589,Western Australia,15,7,2011,13.4
NorahHead,16.4,23.5,0.2,N,22.0,NE,ENE,2.0,17.0,77.0,77.0,1012.3,1010.9,22.4,22.7,No,No,-33.281,151.5791,New South Wales,20,11,2013,0.2
Brisbane,16.8,24.8,0.0,SE,26.0,SW,ESE,7.0,7.0,60.0,51.0,1025.2,1021.3,20.4,23.7,No,No,-27.4678,153.0281,Queensland,3,5,2013,0.0
Walpole,8.1,21.7,0.0,SSE,31.0,E,S,11.0,13.0,61.0,65.0,1021.8,1019.9,18.1,19.2,No,No,-34.97,116.728,Western Australia,22,11,2016,0.0
SalmonGums,5.5,14.4,0.4,SW,52.0,W,S,17.0,19.0,92.0,87.0,1017.4,1015.0,9.3,11.7,No,Yes,-32.9747,121.638,Western Australia,6,7,2011,2.4
Sale,11.4,20.1,0.0,W,28.0,WNW,S,17.0,9.0,88.0,71.0,1024.9,1023.3,14.7,17.7,No,No,-38.1,147.0667,Victoria,12,4,2016,0.0
Canberra,8.6,29.1,0.0,NW,39.0,NW,NW,4.0,28.0,79.0,45.0,1016.3,1010.5,16.8,27.4,No,No,-35.2931,149.1269,Australian Capital Territory,25,12,2010,0.4
Woomera,9.3,27.2,0.0,ESE,28.0,NE,NW,11.0,13.0,41.0,16.0,1024.6,1019.9,18.5,26.7,No,No,-31.2,136.81,South Australia,13,9,2014,0.0
Williamtown,12.0,21.4,2.2,WNW,54.0,WNW,WNW,15.0,22.0,97.0,52.0,1017.9,1015.6,13.7,20.8,Yes,No,-32.80899676,151.8389966,New South Wales,2,6,2014,0.0
Perth,20.0,35.5,0.0,NE,41.0,ENE,SSW,15.0,19.0,25.0,29.0,1006.9,1003.1,27.9,32.4,No,No,-31.9522,115.8589,Western Australia,12,12,2010,0.0
